id,id_productor,familiar_modif,sexo,edad,trabajo_modif,estudio_modif,ayuda_modif,migracion_modif,ganado_modif,created_at,updated_at,est_i
857,194,PADRE,HOMBRE,75,TRABAJA EN TIENDA,NO ESTUDIA,SI,0,AVES DE CORRAL,05/07/2018 12:09,9/16/2017 16:42,1
858,194,MADRE,MUJER,54,OTROS,NO ESTUDIA,AVECES,0,AVES DE CORRAL,05/07/2018 12:09,9/16/2017 16:43,1
859,194,MADRE,MUJER,54,OTROS,NO ESTUDIA,AVECES,0,AVES DE CORRAL,05/07/2018 12:09,9/16/2017 16:43,1
860,194,NUERA,MUJER,49,TRABAJA EN TIENDA,NO ESTUDIA,AVECES,0,AVES DE CORRAL,05/08/2018 15:02,9/16/2017 16:44,1
861,194,NUERA,MUJER,49,TRABAJA EN TIENDA,NO ESTUDIA,AVECES,0,AVES DE CORRAL,05/08/2018 15:02,9/16/2017 16:44,1
862,194,NIETO(A),HOMBRE,21,ESTUDIANTE,NO ESTUDIA,AVECES,0,0,05/07/2018 12:09,9/16/2017 16:45,1
863,194,NIETO(A),HOMBRE,21,ESTUDIANTE,NO ESTUDIA,AVECES,0,0,05/07/2018 12:09,9/16/2017 16:45,1
864,194,NIETO(A),MUJER,16,ESTUDIANTE,NO ESTUDIA,AVECES,0,0,05/07/2018 12:09,9/16/2017 16:46,1
865,194,NIETO(A),MUJER,16,ESTUDIANTE,NO ESTUDIA,AVECES,0,0,05/07/2018 12:09,9/16/2017 16:46,1
866,195,PADRE,HOMBRE,72,CAMPESINO,NO ESTUDIA,AVECES,SI,BOVINOS Y OVINOS-CAPRINOS,05/07/2018 12:09,9/16/2017 17:08,1
867,195,PADRE,HOMBRE,72,CAMPESINO,NO ESTUDIA,AVECES,SI,BOVINOS Y OVINOS-CAPRINOS,05/07/2018 12:09,9/16/2017 17:08,1
868,196,PADRE,HOMBRE,71,ESTUDIANTE,NO ESTUDIA,SI,0,AVES DE CORRAL Y PORCINOS,05/07/2018 12:09,9/16/2017 18:08,1
869,196,HERMANO(A),HOMBRE,74,ESTUDIANTE,NO ESTUDIA,SI,0,AVES DE CORRAL Y PORCINOS,05/08/2018 15:02,9/16/2017 18:09,1
870,197,PADRE,HOMBRE,72,CAMPESINO,NO ESTUDIA,SI,0,AVES DE CORRAL Y PORCINOS,05/07/2018 12:09,9/18/2017 1:33,1
871,197,MADRE,MUJER,69,CAMPESINO,NO ESTUDIA,AVECES,0,AVES DE CORRAL Y PORCINOS,05/07/2018 12:09,9/18/2017 1:34,1
872,197,HIJO(A),HOMBRE,40,CAMPESINO,NO ESTUDIA,AVECES,0,0,05/07/2018 12:09,9/18/2017 1:35,1
