id,id_productor,compra_venta,articulos,TIPO ARTICULO,nombre_esp,nombre_len,lugar_obtencion,lugar_modif,frecuencia,frecuencia_modif,comentarios,created_at,updated_at,Freq_anual
352,37,COMPRA,ALIMENTOS PREPARADOS ,Non,ZACAHUIL ,SAKAHUILE,,,CADA TRES MESES,CADA 3 a 5 MESES,,03/05/2018 14:42,20/07/2017 07:47,0.010958
359,37,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,ATÚN ,,,,CADA 3 MESES,CADA 3 a 5 MESES,,03/05/2018 14:42,20/07/2017 07:54,0.010958
376,39,COMPRA,CARNE,Non,CARNE DE POLLO ,PIYONAKATL,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,20/07/2017 15:47,0.010958
385,40,COMPRA,PLANTAS Y FRUTOS,Non,CILANTRO,COLANTO ,,,CADA 5 MESES,CADA 3 a 5 MESES,SOLO TEMPORADA DE CILANTRO CRIOLLLO,03/05/2018 14:42,21/07/2017 03:06,0.010958
386,40,COMPRA,PLANTAS Y FRUTOS,Non,XONACATE,XONAKATL,,,CADA 5 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,21/07/2017 03:07,0.010958
412,42,COMPRA,PLANTAS Y FRUTOS,Non,EPAZOTE ,APAZOTL ,MILPA ,EN LA MILPA,TRES VECES AL AÑO ,CADA 3 a 5 MESES,,03/05/2018 15:27,21/07/2017 16:15,0.010958
431,44,COMPRA,ALIMENTOS PREPARADOS ,Non,MORONGA,PIITSO ESTLE,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,22/07/2017 06:01,0.010958
433,44,COMPRA,PESCADOS,Non,PESCADO,MICHIMEJ ,,,CADA 5 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,22/07/2017 06:03,0.010958
434,44,COMPRA,CARNE,Non,CARNE DE POLLO ,PIYO NAKATL,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,22/07/2017 06:04,0.010958
440,45,COMPRA,PLANTAS Y FRUTOS,Non,XONACATE,XONAKATL,,,CADA 5 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,22/07/2017 09:21,0.010958
464,46,COMPRA,CARNE,Non,CARNE DE CERDO,PITSO NAKATL,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,22/07/2017 14:47,0.010958
471,47,COMPRA,SEMILLAS ,Non,AJONJOLÍ ,AJOLE,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,22/07/2017 17:16,0.010958
486,48,COMPRA,CARNE,Non,CARNE DE CERDO,PITSO NAKATL,,,CADA 3 MESES,CADA 3 a 5 MESES,,03/05/2018 14:42,23/07/2017 01:00,0.010958
496,49,COMPRA,PESCADOS,Non,PESCADO,MICHIMEJ,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,23/07/2017 03:07,0.010958
513,51,COMPRA,PESCADOS,Non,PESCADO,MICHIMEJ,,,CADA 4 MESES ,CADA 3 a 5 MESES,"CADA VEZ QUE EL SEÑOR SE VA A PESCAR,  LO VENDE",03/05/2018 14:42,23/07/2017 18:16,0.010958
525,53,COMPRA,SEMILLAS ,Non,AJONJOLÍ ,AJOLE,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,24/07/2017 08:59,0.010958
527,53,COMPRA,CARNE,Non,CARNE DE POLLO ,PIYO NAKATL,,,CADA 3 MESES,CADA 3 a 5 MESES,,03/05/2018 14:42,24/07/2017 09:01,0.010958
528,53,COMPRA,CARNE,Non,CARNE DE CERDO,PITSO NAKATL,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,24/07/2017 09:07,0.010958
541,55,COMPRA,CARNE,Non,CARNE DE RES,TORRONAKATL ,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,24/07/2017 15:45,0.010958
554,57,COMPRA,CARNE,Non,CARNE DE PUERCO,PITSONAKATL,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,25/07/2017 11:18,0.010958
562,58,COMPRA,PESCADOS,Non,CHARALES   ,POXTAMEJ  ,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,25/07/2017 18:18,0.010958
574,60,COMPRA,PESCADOS,Non,PESCADO,POXTAMEJ  ,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,26/07/2017 17:25,0.010958
575,60,COMPRA,CARNE,Non,CARNE DE POLLO,PILLO NAKATL,,,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,26/07/2017 17:26,0.010958
580,61,COMPRA,PESCADOS,Non,MOJARRAS,CHOMPETLAMEJ ,,,CADA 4 MESES  ,CADA 3 a 5 MESES,,03/05/2018 14:42,26/07/2017 23:05,0.010958
619,66,COMPRA,PESCADOS,Non,PESCADO, MICHIMEJ,,,CADA 3 MESES,CADA 3 a 5 MESES,,03/05/2018 14:42,27/07/2017 14:59,0.010958
665,69,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,FRIJOL ,,,,CADA 3 MESES ,CADA 3 a 5 MESES,,03/05/2018 14:42,27/07/2017 18:34,0.010958
666,69,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,SARDINAS,SARDINA ,,,CADA 4 O 5 MESES,CADA 3 a 5 MESES,,03/05/2018 14:42,27/07/2017 18:35,0.010958
1162,94,COMPRA,PESCADOS,Non,MOJARRAS,MICHI,mercado,EN EL MERCADO O TIANGUIS,3 VECES AL AÑO,CADA 3 a 5 MESES,,03/05/2018 15:27,11/08/2017 03:18,0.010958
1240,123,COMPRA,MARISCOS,Non,"CAMARONES 	 	",KOSOLIMEJ,tianguis ,EN EL MERCADO O TIANGUIS,CADA 5 MESES ,CADA 3 a 5 MESES,1 KILO  ,03/05/2018 15:27,26/07/2017 04:56,0.010958
1250,124,COMPRA,SEMILLAS ,Non,AJONJOLÍ ,AJOLIJ ,MILPA ,EN LA MILPA,CADA 3 MESES ,CADA 3 a 5 MESES,1 LITRO ,03/05/2018 15:27,26/07/2017 16:51,0.010958
1259,124,COMPRA,CARNE,Non,CARNE DE RES,UAKAXNAKATL,tianguis ,EN EL MERCADO O TIANGUIS,CADA 3 MESES ,CADA 3 a 5 MESES, 1 KILO ,03/05/2018 15:27,26/07/2017 17:00,0.010958
1268,125,COMPRA,SEMILLAS ,Non,AJONJOLÍ ,AJOLÍ ,MILPA ,EN LA MILPA, CADA 4 MESES ,CADA 3 a 5 MESES,1 LITRO,03/05/2018 15:27,26/07/2017 19:12,0.010958
1273,125,COMPRA,ALIMENTOS PREPARADOS ,Non,FRIJOL CON NOPAL,AYOHUATL ,mercado ,EN EL MERCADO O TIANGUIS,CADA 3 MESES ,CADA 3 a 5 MESES,,03/05/2018 15:27,28/07/2017 00:59,0.010958
1278,125,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,MAYONESA,,tienda ,EN TIENDAS DEL PUEBLO O LA COMUNIDAD,CADA 3 MESES ,CADA 3 a 5 MESES,,03/05/2018 15:27,28/07/2017 01:03,0.010958
1280,125,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,ATÚN ,,tienda ,EN TIENDAS DEL PUEBLO O LA COMUNIDAD,CADA 4 MESES ,CADA 3 a 5 MESES,,03/05/2018 15:27,28/07/2017 01:04,0.010958
1288,126,COMPRA,PESCADOS,Non,PESCADO,MICHIMEJ ,mercado/tianguis,EN EL MERCADO O TIANGUIS,CADA 3 MESES ,CADA 3 a 5 MESES,POR KILOS ,03/05/2018 15:27,29/07/2017 22:38,0.010958
1294,127,COMPRA,RAÍCES,Non,CEBOLLÍN   ,XOJNAKATL    ,MILPA,EN LA MILPA,CADA 4 MESES ,CADA 3 a 5 MESES,1 ROLLO,03/05/2018 15:27,30/07/2017 05:20,0.010958
1302,127,COMPRA,MARISCOS,Non,"CAMARONES 	 	",KOSOLIMEJ,mercado/ tianguis ,EN EL MERCADO O TIANGUIS, CADA 3 MESES ,CADA 3 a 5 MESES, 2 KILOS,03/05/2018 15:27,30/07/2017 05:26,0.010958
1305,127,COMPRA,CARNE,Non,CARNE DE PUERCO ,PITSONAJKATL ,tianguis/mercado ,EN EL MERCADO O TIANGUIS,CADA 3 MESES ,CADA 3 a 5 MESES,1 KILO O MAS DE UN KILO ,03/05/2018 15:27,30/07/2017 05:28,0.010958
1307,127,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,CHILES EN VINAGRE,,tienda ,EN TIENDAS DEL PUEBLO O LA COMUNIDAD,CADA 4 MESES ,CADA 3 a 5 MESES,1 LATA,03/05/2018 15:27,30/07/2017 05:30,0.010958
1309,127,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,ATÚN ,,tienda ,EN TIENDAS DEL PUEBLO O LA COMUNIDAD,CADA 3 MESES ,CADA 3 a 5 MESES,3 O MAS LATAS DE ATÚN ,03/05/2018 15:27,30/07/2017 05:31,0.010958
1319,128,COMPRA,MARISCOS,Non,"CAMARONES 	 	",KOSOLIMEJ ,mercado ,EN EL MERCADO O TIANGUIS,CADA 3 MESES ,CADA 3 a 5 MESES,1 KILO ,03/05/2018 15:27,02/08/2017 01:56,0.010958
1335,129,COMPRA,MARISCOS,Non,"CAMARONES 	 	",KOSOLIMEJ ,mercado,EN EL MERCADO O TIANGUIS,CADA 3 MESES ,CADA 3 a 5 MESES,2 KILOS ,03/05/2018 15:27,04/08/2017 03:42,0.010958
1341,129,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,ATÚN ,,tienda ,EN TIENDAS DEL PUEBLO O LA COMUNIDAD,CADA 3 MESES,CADA 3 a 5 MESES,5 LATAS DE ATÚN ,03/05/2018 15:27,04/08/2017 03:48,0.010958
1366,131,COMPRA,PESCADOS,Non,PESCADO,MICHIMEJ  ,mercado ,EN EL MERCADO O TIANGUIS,CADA 3 MESES ,CADA 3 a 5 MESES,1 KILO,03/05/2018 15:27,09/08/2017 20:22,0.010958
1392,133,COMPRA,SEMILLAS ,Non,AJONJOLÍ ,AJOLIJ     ,MILPA,EN LA MILPA,CADA 3 MESES,CADA 3 a 5 MESES,1 LITRO,03/05/2018 15:27,09/08/2017 23:54,0.010958
1471,138,COMPRA,MARISCOS,Non,"CAMARONES 	 	",KAMAROMEJ,mercado,EN EL MERCADO O TIANGUIS,CADA 5 MESES,CADA 3 a 5 MESES,,03/05/2018 15:27,11/08/2017 01:58,0.010958
2013,166,COMPRA,CARNE,Non,CARNE DE RES,TORRONAKATL,de comunidad,EN TIENDAS DEL PUEBLO O LA COMUNIDAD,CADA 3 MESES,CADA 3 a 5 MESES,,03/05/2018 15:27,24/07/2017 18:23,0.010958
2014,166,COMPRA,CARNE,Non,CARNE DE PUERCO,PITSONAKATL,de comunidad,EN TIENDAS DEL PUEBLO O LA COMUNIDAD,CADA 4 MESES,CADA 3 a 5 MESES,,03/05/2018 15:27,24/07/2017 18:23,0.010958
2021,167,COMPRA,SEMILLAS ,Non,ARROZ,,DE LA TIENDA DE LA COMUNIDAD,EN TIENDAS DEL PUEBLO O LA COMUNIDAD,CADA 3 MESES,CADA 3 a 5 MESES,,03/05/2018 15:27,24/07/2017 19:27,0.010958
2,1,COMPRA,SEMILLAS ,Non,CACAHUATE ,KAKAUATL,MILPA,EN LA MILPA,1 LITRO ,INDETERMINADO,,03/05/2018 15:27,12/07/2017 14:59,0.005479
3,1,COMPRA,SEMILLAS ,Non,FRIJOL ,PITSAJETL ,MILPA,EN LA MILPA,1 KG,INDETERMINADO,,03/05/2018 15:27,12/07/2017 15:00,0.005479
167,17,COMPRA,BEBIDAS ,Non,AGUARDIENTE,,TIANGUIS,EN EL MERCADO O TIANGUIS,MEDIO LITRO,INDETERMINADO,LO UTILIZAN COMO MEDICINAL,03/05/2018 15:27,01/08/2017 22:57,0.005479
1150,92,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,SOPAS,SOPA,mercado,EN EL MERCADO O TIANGUIS,SIEMPRE,INDETERMINADO,,03/05/2018 15:27,11/08/2017 01:20,0.005479
1151,92,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,ATÚN ,ATUN,mercado,EN EL MERCADO O TIANGUIS,SIEMPRE,INDETERMINADO,,03/05/2018 15:27,11/08/2017 01:21,0.005479
1156,93,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,SOPAS,SOPA,mercado,EN EL MERCADO O TIANGUIS,SIEMPRE,INDETERMINADO,,03/05/2018 15:27,11/08/2017 02:19,0.005479
1425,135,COMPRA,PLANTAS Y FRUTOS,Non,CILANTRO,KOLANTOJ   ,MILPA,EN LA MILPA,CUALQUIER MES DEL AÑO ,INDETERMINADO,1 ROLLO,03/05/2018 15:27,10/08/2017 16:09,0.005479
1457,137,COMPRA,BEBIDAS ,Non,ATOLE,ARROZ ATOLIJ,tianguis ,EN EL MERCADO O TIANGUIS,CADA,INDETERMINADO,1 VASO CADA QUIEN ,03/05/2018 15:27,10/08/2017 20:25,0.005479
17,2,COMPRA,SEMILLAS ,Non,AJONJOLÍ ,AJOLI,MILPA,EN LA MILPA,SOLO CUANDO SE HACE TAMALES 1 KG,SÓLO OCASIONALMENTE,,03/05/2018 15:27,26/07/2017 20:25,0.09863
33,2,VENTA,SEMILLAS ,Non,FRIJOL ,EMEKATL,MILPA,EN LA MILPA,EN SU TEMPORADA CADA  DIAS,SÓLO OCASIONALMENTE,,03/05/2018 15:27,26/07/2017 20:50,0.09863
54,3,VENTA,SEMILLAS ,Non,FRIJOL ,CHIMEEKETL,MILPA,EN LA MILPA,CUANDO ES SU EPOCA CADA 8 DIAS,SÓLO OCASIONALMENTE,,03/05/2018 15:27,27/07/2017 05:40,0.09863
55,3,VENTA,BEBIDAS ,Non,CAFÉ,CAFEXOJLI,CAFETAL,CAFETAL,CADA 8 DIAS CUANDO HAY BUENA PRODUCCION,SÓLO OCASIONALMENTE,,03/05/2018 15:27,27/07/2017 05:41,0.09863
80,6,COMPRA,ALIMENTOS PREPARADOS ,Non,YUCA ENMIELADA,KOAKAMOJTLI KITSOPELTIJTOKE,MILPA,EN LA MILPA,CUANDO ES SU TEMPORADA,SÓLO OCASIONALMENTE,,03/05/2018 15:27,28/07/2017 05:51,0.09863
88,7,COMPRA,RAÍCES,Non,CAMOTE     ,TLAJKAMOJTLI,MILPA,EN LA MILPA,CUANDO ES SU EPOCA CADA 8 DIAS,SÓLO OCASIONALMENTE,,03/05/2018 15:27,28/07/2017 19:35,0.09863
165,17,COMPRA,RAÍCES,Non,YUCA      ,KOAKAMOJTLI,MILPA,EN LA MILPA,CADA 8 DIAS CUANDO ES SU TEMPORADA,SÓLO OCASIONALMENTE,,03/05/2018 15:27,01/08/2017 22:55,0.09863
317,33,COMPRA,CARNE,Non,CARNE DE POLLO ,PIYONAKAT,TIANGUIS,EN EL MERCADO O TIANGUIS,1 KILO EN DIAS FESTIVO,SÓLO OCASIONALMENTE,,03/05/2018 15:27,04/08/2017 02:27,0.09863
322,34,COMPRA,PLANTAS Y FRUTOS,Non,PAPALO,IJYAJKILITL,MILPA,EN LA MILPA,1 ROLLO CADA 8 DIAS CUANDO ES SU TEMPORADA,SÓLO OCASIONALMENTE,,03/05/2018 15:27,04/08/2017 05:04,0.09863
624,67,VENTA,BEBIDAS ,Non,CAFÉ ,KAFE,CAFETAL,CAFETAL,CADA TEMPORADA (1 AÑO),SÓLO OCASIONALMENTE,,03/05/2018 15:27,27/07/2017 16:37,0.09863
1140,89,COMPRA,PLANTAS Y FRUTOS,Non,CILANTRO,CULANTRO,mercado,EN EL MERCADO O TIANGUIS,SOLO EN TEMPORADA,SÓLO OCASIONALMENTE,,03/05/2018 15:27,10/08/2017 04:32,0.09863
1141,89,COMPRA,PLANTAS Y FRUTOS,Non,HIERBABUENA,YERBA BUENA,mercado,EN EL MERCADO O TIANGUIS,DE VEZ EN CUANDO,SÓLO OCASIONALMENTE,,03/05/2018 15:27,10/08/2017 04:33,0.09863
1144,89,COMPRA,ALIMENTOS PREPARADOS ,Non,ZACAHUIL ,ZACAHUIL,mercado,EN EL MERCADO O TIANGUIS,DE VEZ EN CUANDO,SÓLO OCASIONALMENTE,,03/05/2018 15:27,10/08/2017 04:36,0.09863
1145,89,COMPRA,ALIMENTOS PREPARADOS ,Non,TAMALES,TAMALI,mercado,EN EL MERCADO O TIANGUIS,RARA LA VEZ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,10/08/2017 04:38,0.09863
1146,89,COMPRA,PESCADOS,Non,MOJARRAS,MICHI,mercado,EN EL MERCADO O TIANGUIS,DE VEZ EN CUANDO,SÓLO OCASIONALMENTE,,03/05/2018 15:27,10/08/2017 04:39,0.09863
1147,89,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,SOPAS,SOPA,mercado,EN EL MERCADO O TIANGUIS,DE VEZ EN CUANDO,SÓLO OCASIONALMENTE,,03/05/2018 15:27,10/08/2017 04:40,0.09863
1149,92,COMPRA,CARNE,Non,CARNE DE PUERCO ,PITZO,mercado,EN EL MERCADO O TIANGUIS,DE VEZ EN CUANDO,SÓLO OCASIONALMENTE,,03/05/2018 15:27,11/08/2017 01:20,0.09863
1161,94,COMPRA,RAÍCES,Non,CAMOTE     ,CAMOJTLE,mercado,EN EL MERCADO O TIANGUIS,RARA LA VEZ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,11/08/2017 03:17,0.09863
1169,89,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,SOPAS,SOPA,mercado,EN EL MERCADO O TIANGUIS,DE VEZ EN CUANDO,SÓLO OCASIONALMENTE,,03/05/2018 15:27,11/08/2017 04:34,0.09863
1174,102,COMPRA,PLANTAS Y FRUTOS,Non,CILANTRO,CULANTRO,mercado,EN EL MERCADO O TIANGUIS,SOLO EN TEMPORADA,SÓLO OCASIONALMENTE,,03/05/2018 15:27,11/08/2017 17:53,0.09863
1185,120,COMPRA,RAÍCES,Non,CAMOTE     ,KAMOJTI,milpa ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,25/07/2017 04:13,0.09863
1186,120,COMPRA,RAÍCES,Non,JÍCAMA     ,KALTSOTLJ ,MILPA,EN LA MILPA,CADA TEMPORADA,SÓLO OCASIONALMENTE,,03/05/2018 15:27,25/07/2017 04:14,0.09863
1187,120,COMPRA,RAÍCES,Non,YUCA      ,TALJKAMOJTL,milpa ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,25/07/2017 04:15,0.09863
1191,120,COMPRA,BEBIDAS ,Non,JUGOS,OHUAATL,Tianguis ,EN EL MERCADO O TIANGUIS,CADA TEMPORADA ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,25/07/2017 04:18,0.09863
1201,121,COMPRA,RAÍCES,Non,JÍCAMA     ,KALTSOTLJ,milpa,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,25/07/2017 15:49,0.09863
1202,121,COMPRA,RAÍCES,Non,CAMOTE     ,KAMOJTI,Milpa,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,25/07/2017 15:50,0.09863
1203,121,COMPRA,RAÍCES,Non,YUCA      ,TALJKAMOJTL,milpa ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,25/07/2017 15:51,0.09863
1205,121,COMPRA,BEBIDAS ,Non,JUGOS,OHUAATL,tianguis ,EN EL MERCADO O TIANGUIS,CADA TEMPORADA ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,25/07/2017 15:52,0.09863
1212,122,COMPRA,PLANTAS Y FRUTOS,Non,MESIS ,IJYAJKILITL, MILPA ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,1 ROLLO,03/05/2018 15:27,25/07/2017 17:13,0.09863
1214,122,COMPRA,RAÍCES,Non,YUCA      ,KUAKAMOJTLI,milpa,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,2 MEDIDAS ,03/05/2018 15:27,26/07/2017 03:13,0.09863
1215,122,COMPRA,RAÍCES,Non,JÍCAMA     ,KALTSOTLJ,milpa,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,26/07/2017 03:14,0.09863
1217,122,COMPRA,BEBIDAS ,Non,JUGOS,JUGO DE CAÑA,tianguis ,EN EL MERCADO O TIANGUIS,CADA TEMPORADA,SÓLO OCASIONALMENTE,,03/05/2018 15:27,26/07/2017 03:16,0.09863
1218,122,COMPRA,BEBIDAS ,Non,ATOLE,SINATOLIJ,tianguis ,EN EL MERCADO O TIANGUIS,CADA TEMPORADA,SÓLO OCASIONALMENTE,,03/05/2018 15:27,26/07/2017 03:17,0.09863
1221,122,COMPRA,CARNE,Non,CARNE DE PUERCO ,PITSONAJKATL,tianguis ,EN EL MERCADO O TIANGUIS,A VECES,SÓLO OCASIONALMENTE,,03/05/2018 15:27,26/07/2017 03:20,0.09863
1230,123,COMPRA,SEMILLAS ,Non,AJONJOLÍ ,AJOLI ,milpa ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,1 LITRO ,03/05/2018 15:27,26/07/2017 04:49,0.09863
1232,123,COMPRA,RAÍCES,Non,CAMOTE     ,KUAKAMOJTIJ ,milpa ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,1 MEDIDA ,03/05/2018 15:27,26/07/2017 04:51,0.09863
1233,123,COMPRA,RAÍCES,Non,JÍCAMA     ,KALTSOTL ,milpa ,EN LA MILPA,CADA TEMPORADA,SÓLO OCASIONALMENTE,1 MEDIDA  ,03/05/2018 15:27,26/07/2017 04:51,0.09863
1238,123,COMPRA,BEBIDAS ,Non,AGUA DE CAÑA,OHUATL ,tianguis ,EN EL MERCADO O TIANGUIS,CADA TEMPORADA,SÓLO OCASIONALMENTE,1 LITRO ,03/05/2018 15:27,26/07/2017 04:55,0.09863
1251,124,COMPRA,RAÍCES,Non,CAMOTE     ,KAMOJTLI ,MILPA ,EN LA MILPA,CADA TEMPORADA,SÓLO OCASIONALMENTE, 1 MEDIDA ,03/05/2018 15:27,26/07/2017 16:52,0.09863
1252,124,COMPRA,RAÍCES,Non,JÍCAMA     ,KALSOTL,MILPA ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,5 JÍCAMAS ,03/05/2018 15:27,26/07/2017 16:53,0.09863
1264,124,COMPRA,BEBIDAS ,Non,ATOLE,ATOLI,tianguis ,EN EL MERCADO O TIANGUIS,CADA TEMPORADA ,SÓLO OCASIONALMENTE, ½ LITRO ,03/05/2018 15:27,26/07/2017 17:08,0.09863
1267,125,COMPRA,SEMILLAS ,Non,SOYA ,SOYOJ ,MONTE  ,DEL MONTE,CADA TEMPORADA ,SÓLO OCASIONALMENTE,UNA MEDIDA,03/05/2018 15:27,26/07/2017 19:10,0.09863
1270,125,COMPRA,RAÍCES,Non,JÍCAMA     ,KALSOTL,MILPA ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,1 MEDIDA ,03/05/2018 15:27,28/07/2017 00:57,0.09863
1271,125,COMPRA,RAÍCES,Non,YUCA      , KUAKAMOJTLI,MILPA ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE, 1 MEDIDA,03/05/2018 15:27,28/07/2017 00:58,0.09863
1272,125,COMPRA,RAÍCES,Non,CAMOTE     ,KAMOJTLI ,MILPA  ,EN LA MILPA,CADA TEMPORADA,SÓLO OCASIONALMENTE,1 MEDIDA,03/05/2018 15:27,28/07/2017 00:58,0.09863
1285,126,COMPRA,RAÍCES,Non,YUCA      ,TALJKAMOJTL ,MILPA  ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,1 MEDIDA ,03/05/2018 15:27,29/07/2017 17:05,0.09863
1286,126,COMPRA,RAÍCES,Non,JÍCAMA     ,KALTSOTLJ ,MILPA  ,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,10 JÍCAMAS ,03/05/2018 15:27,29/07/2017 17:06,0.09863
1287,126,COMPRA,BEBIDAS ,Non,ATOLE,SINATOLIJ,tianguis ,EN EL MERCADO O TIANGUIS,CADA TEMPORADA,SÓLO OCASIONALMENTE,,03/05/2018 15:27,29/07/2017 22:36,0.09863
1296,127,COMPRA,SEMILLAS ,Non,CACAHUATE  ,KAKAUATL , MILPA  ,EN LA MILPA,CADA TEMPORADA,SÓLO OCASIONALMENTE,2 LITROS,03/05/2018 15:27,30/07/2017 05:21,0.09863
1298,127,COMPRA,RAÍCES,Non,CAMOTE     ,KAMOJTI   ,MILPA,EN LA MILPA,CADA TEMPORADA,SÓLO OCASIONALMENTE,3 MEDIDAS,03/05/2018 15:27,30/07/2017 05:22,0.09863
1299,127,COMPRA,ALIMENTOS PREPARADOS ,Non,ENCHILADAS   ,CHILTASHKALI ,mercado,EN EL MERCADO O TIANGUIS,CADA QUE SE PUEDE ,SÓLO OCASIONALMENTE,,03/05/2018 15:27,30/07/2017 05:24,0.09863
1310,127,COMPRA,ALIMENTOS INDUSTRIALIZADOS,Non,SALCHICHAS,,tienda ,EN TIENDAS DEL PUEBLO O LA COMUNIDAD,CADA QUE SE PUEDA COMPRAR,SÓLO OCASIONALMENTE,¼ DE SALCHICHA ,03/05/2018 15:27,30/07/2017 05:32,0.09863
1316,128,COMPRA,RAÍCES,Non,CAMOTE     ,TALKAMOJTI , MILPA ,EN LA MILPA,CADA  TEMPORADA,SÓLO OCASIONALMENTE,1 MEDIDA ,03/05/2018 15:27,02/08/2017 01:54,0.09863
1317,128,COMPRA,RAÍCES,Non,JÍCAMA     ,KALTSOTLJ ,MILPA,EN LA MILPA,CADA TEMPORADA,SÓLO OCASIONALMENTE,6 JÍCAMAS ,03/05/2018 15:27,02/08/2017 01:54,0.09863
1318,128,COMPRA,BEBIDAS ,Non,JUGOS,OHUAATL ,tianguis ,EN EL MERCADO O TIANGUIS,  CADA TEMPORADA,SÓLO OCASIONALMENTE,2 LITROS,03/05/2018 15:27,02/08/2017 01:56,0.09863
1321,128,COMPRA,CARNE,Non,CARNE DE POLLO , PIYOJ TLEN NIKAJ EHUAJ ,tianguis,EN EL MERCADO O TIANGUIS,A VECES,SÓLO OCASIONALMENTE,    2 KILOS ,03/05/2018 15:27,02/08/2017 01:58,0.09863
1327,129,COMPRA,PLANTAS Y FRUTOS,Non,MENTA,TEKUILICHIJ,MILPA  ,EN LA MILPA,CADA TEMPORADA,SÓLO OCASIONALMENTE,1 ROLLO,03/05/2018 15:27,04/08/2017 03:36,0.09863
1329,129,COMPRA,RAÍCES,Non,JÍCAMA    , KALTSOTLJ  ,MILPA,EN LA MILPA,CADA TEMPORADA ,SÓLO OCASIONALMENTE,15 JÍCAMAS ,03/05/2018 15:27,04/08/2017 03:38,0.09863
1332,129,COMPRA,BEBIDAS ,Non,JUGOS, OHUAATL,tianguis ,EN EL MERCADO O TIANGUIS, CADA TEMPORADA  ,SÓLO OCASIONALMENTE, 2 LITROS,03/05/2018 15:27,04/08/2017 03:40,0.09863
1333,129,COMPRA,BEBIDAS ,Non,ATOLE,SINATOLIJ,tianguis ,EN EL MERCADO O TIANGUIS, CADA TEMPORADA ,SÓLO OCASIONALMENTE,2 LITROS ,03/05/2018 15:27,04/08/2017 03:41,0.09863
1346,130,COMPRA,PLANTAS,Non,QUELITE,YAJKILITL,milpa/ tianguis ,EN LA MILPA O MERCADO,CADA TEMPORADA ,SÓLO OCASIONALMENTE, 1  MEDIDA,03/05/2018 15:27,04/08/2017 04:38,0.09863
